Genome	Pas_cpn60	Pas_fusA	Pas_gltA	Pas_pyrG	Pas_recA	Pas_rplB	Pas_rpoB	ST	Scheme	clonal_complex	species	CC	Assigned IC	Corrected IC
GCA_023093135.2_ASM2309313v2_genomic.fna	25	3	6	2	28	1	29	78	abaumannii#2		Acinetobacter baumannii	7	IC6	IC6
GCA_023094035.1_ASM2309403v1_genomic.fna	472	8	2	2	5	1	158	new_ST	abaumannii#2			NA	NA	NA
GCA_023221535.1_ASM2322153v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_023273785.1_ASM2327378v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_023360975.1_ASM2336097v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_023360995.1_ASM2336099v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_023361015.1_ASM2336101v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_023361035.1_ASM2336103v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_023361055.1_ASM2336105v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_023361075.1_ASM2336107v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_023361095.1_ASM2336109v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_023361115.1_ASM2336111v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_023361135.1_ASM2336113v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_023361155.1_ASM2336115v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_023361175.1_ASM2336117v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_023361195.1_ASM2336119v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_023361215.1_ASM2336121v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_023361235.1_ASM2336123v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_023361255.1_ASM2336125v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_023361275.1_ASM2336127v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_023361815.1_ASM2336181v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_023361835.1_ASM2336183v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_023361855.1_ASM2336185v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_023361875.1_ASM2336187v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_023361895.1_ASM2336189v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_023361915.1_ASM2336191v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_023361935.1_ASM2336193v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_023361955.1_ASM2336195v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_023361975.1_ASM2336197v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_023361995.1_ASM2336199v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_023362015.1_ASM2336201v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_023362035.1_ASM2336203v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_023362055.1_ASM2336205v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_023362075.1_ASM2336207v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_023362095.1_ASM2336209v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_023362115.1_ASM2336211v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_023362135.1_ASM2336213v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_023362155.1_ASM2336215v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_023362175.1_ASM2336217v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_023362195.1_ASM2336219v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_023362215.1_ASM2336221v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_023362235.1_ASM2336223v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_023362255.1_ASM2336225v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_023362275.1_ASM2336227v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_023517155.1_ASM2351715v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_023517175.1_ASM2351717v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_023517195.1_ASM2351719v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_023517215.1_ASM2351721v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_023517235.1_ASM2351723v1_genomic.fna	5	12	11	2	14	9	14	46	abaumannii#2		Acinetobacter baumannii	9	Not IC	Not IC
GCA_023517255.1_ASM2351725v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_023517695.1_ASM2351769v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_023517715.1_ASM2351771v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_023517735.1_ASM2351773v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_023615345.2_ASM2361534v2_genomic.fna	25	3	6	2	28	1	29	78	abaumannii#2		Acinetobacter baumannii	7	IC6	IC6
GCA_023615705.2_ASM2361570v2_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_023615745.2_ASM2361574v2_genomic.fna	5	2	39	2	3	1	5	499	abaumannii#2		Acinetobacter baumannii	5	Not IC	Not IC
GCA_023809625.1_ASM2380962v1_genomic.fna	3	2	7	2	7	1	3	126	abaumannii#2		Acinetobacter baumannii	18	Not IC	Not IC
GCA_023809705.1_ASM2380970v1_genomic.fna	3	2	7	2	7	1	3	126	abaumannii#2		Acinetobacter baumannii	18	Not IC	Not IC
GCA_023981045.1_ASM2398104v1_genomic.fna	1	3	10	1	2	4	4	256	abaumannii#2		Acinetobacter baumannii	2	IC8	IC8
GCA_024106315.2_ASM2410631v2_genomic.fna	25	3	6	2	28	1	29	78	abaumannii#2		Acinetobacter baumannii	7	IC6	IC6
GCA_024125815.1_ASM2412581v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_024126235.1_ASM2412623v1_genomic.fna	2	2	2	2	2	2?	2	new_alleles	abaumannii#2			NA	NA	NA
GCA_024126255.1_ASM2412625v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_024126275.1_ASM2412627v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_024126295.1_ASM2412629v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_024126315.1_ASM2412631v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_024134625.1_ASM2413462v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_024134645.1_ASM2413464v1_genomic.fna	3	2	2	2	30	4	28	437	abaumannii#2		Acinetobacter baumannii	4	IC3	Not IC
GCA_024134665.1_ASM2413466v1_genomic.fna	3	2	2	2	30	4	28	437	abaumannii#2		Acinetobacter baumannii	4	IC3	Not IC
GCA_024134685.1_ASM2413468v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_024137925.1_ASM2413792v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_024138105.1_ASM2413810v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_024138435.1_ASM2413843v1_genomic.fna	3	2	2	2	2	4	8	162	abaumannii#2		Acinetobacter baumannii	47	Not IC	Not IC
GCA_024139015.1_ASM2413901v1_genomic.fna	26	4	2	2	9	1	5	109	abaumannii#2		Acinetobacter baumannii	29	Not IC	Not IC
GCA_024139035.1_ASM2413903v1_genomic.fna	26	2	2	2	29	4	5	79	abaumannii#2		Acinetobacter baumannii	6	IC5	IC5
GCA_024139055.1_ASM2413905v1_genomic.fna	6	6	8	2	3	5	5	318	abaumannii#2		Acinetobacter baumannii	8	IC4	IC4
GCA_024139075.1_ASM2413907v1_genomic.fna	6	6	8	2	3	5	4	15	abaumannii#2		Acinetobacter baumannii	8	IC4	IC4
GCA_024139095.1_ASM2413909v1_genomic.fna	1	1	1	1	5	1	1	1	abaumannii#2		Acinetobacter baumannii	1	IC1	IC1
GCA_024172225.1_ASM2417222v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_024205265.1_ASM2420526v1_genomic.fna	40	3	7	2	40	4	4	164	abaumannii#2		Acinetobacter baumannii	13	IC11	IC11
GCA_024205285.1_ASM2420528v1_genomic.fna	40	3	7	2	40	4	4	164	abaumannii#2		Acinetobacter baumannii	13	IC11	IC11
GCA_024271825.1_ASM2427182v1_genomic.fna	3	2	2	2	2	4	8	162	abaumannii#2		Acinetobacter baumannii	47	Not IC	Not IC
GCA_024426665.1_ASM2442666v1_genomic.fna	3	3	2	4	7	2	4	25	abaumannii#2		Acinetobacter baumannii	3	IC7	IC7
GCA_024505625.1_ASM2450562v1_genomic.fna	~3	2	2	2	3	4	4	new_alleles	abaumannii#2			NA	NA	NA
GCA_024730805.1_ASM2473080v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_024732425.1_ASM2473242v1_genomic.fna	2	6	2	2	2	2	2	45	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_024749385.1_ASM2474938v1_genomic.fna	1	1	1	1	5	1	1	1	abaumannii#2		Acinetobacter baumannii	1	IC1	IC1
GCA_024749405.1_ASM2474940v1_genomic.fna	3	5	7	1	7	1	4	33	abaumannii#2		Acinetobacter baumannii	20	IC10	IC10
GCA_024749425.1_ASM2474942v1_genomic.fna	3	1	7	1	7	2	4	193	abaumannii#2		Acinetobacter baumannii	89	Not IC	Not IC
GCA_024749445.1_ASM2474944v1_genomic.fna	3	3	55	2	66	1	5	400	abaumannii#2		Acinetobacter baumannii	90	Not IC	Not IC
GCA_024749465.1_ASM2474946v1_genomic.fna	5	2	4	1	3	3	4	85	abaumannii#2		Acinetobacter baumannii	15	IC9	IC9
GCA_024749485.1_ASM2474948v1_genomic.fna	1	1	1	1	5	1	1	1	abaumannii#2		Acinetobacter baumannii	1	IC1	IC1
GCA_024749505.1_ASM2474950v1_genomic.fna	13	4	2	2	7	1	2	58	abaumannii#2		Acinetobacter baumannii	14	Not IC	Not IC
GCA_024749525.1_ASM2474952v1_genomic.fna	7	3	2	1	7	1	4	103	abaumannii#2		Acinetobacter baumannii	24	Not IC	Not IC
GCA_024749545.1_ASM2474954v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_024749565.1_ASM2474956v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_024749585.1_ASM2474958v1_genomic.fna	3	2	2	2	3	4	127	867	abaumannii#2		Acinetobacter baumannii	4	IC3	Not IC
GCA_024749605.1_ASM2474960v1_genomic.fna	12	3	18	2	17	4	5	54	abaumannii#2		Acinetobacter baumannii	91	Not IC	Not IC
GCA_024749625.1_ASM2474962v1_genomic.fna	1	1	2	2	3	4	4	32	abaumannii#2		Acinetobacter baumannii	11	Not IC	Not IC
GCA_024749645.1_ASM2474964v1_genomic.fna	3	2	2	2	3	1	5	268	abaumannii#2		Acinetobacter baumannii	4	IC3	Not IC
GCA_024749665.1_ASM2474966v1_genomic.fna	2	1	2	2	2	1	1	636	abaumannii#2		Acinetobacter baumannii	12	Not IC	Not IC
GCA_024749685.1_ASM2474968v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_024749705.1_ASM2474970v1_genomic.fna	2	1	2	2	2	1	1	636	abaumannii#2		Acinetobacter baumannii	12	Not IC	Not IC
GCA_024749725.1_ASM2474972v1_genomic.fna	2	1	2	2	2	1	1	636	abaumannii#2		Acinetobacter baumannii	12	Not IC	Not IC
GCA_024749745.1_ASM2474974v1_genomic.fna	2	1	2	2	2	1	1	636	abaumannii#2		Acinetobacter baumannii	12	Not IC	Not IC
GCA_024749765.1_ASM2474976v1_genomic.fna	2	1	2	2	2	1	1	636	abaumannii#2		Acinetobacter baumannii	12	Not IC	Not IC
GCA_024749785.1_ASM2474978v1_genomic.fna	2	1	2	2	2	1	1	636	abaumannii#2		Acinetobacter baumannii	12	Not IC	Not IC
GCA_024800505.1_ASM2480050v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_024922185.2_ASM2492218v2_genomic.fna	5	2	39	2	3	1	5	499	abaumannii#2		Acinetobacter baumannii	5	Not IC	Not IC
GCA_025258705.1_ASM2525870v1_genomic.fna	26	72	2	2	29	4	5	422	abaumannii#2		Acinetobacter baumannii	6	IC5	IC5
GCA_025258745.1_ASM2525874v1_genomic.fna	26	72	2	2	29	4	5	422	abaumannii#2		Acinetobacter baumannii	6	IC5	IC5
GCA_025258765.1_ASM2525876v1_genomic.fna	26	72	2	2	29	4	5	422	abaumannii#2		Acinetobacter baumannii	6	IC5	IC5
GCA_025258785.1_ASM2525878v1_genomic.fna	26	72	2	2	29	4	5	422	abaumannii#2		Acinetobacter baumannii	6	IC5	IC5
GCA_025258805.1_ASM2525880v1_genomic.fna	26	72	2	2	29	4	5	422	abaumannii#2		Acinetobacter baumannii	6	IC5	IC5
GCA_025258845.1_ASM2525884v1_genomic.fna	26	72	2	2	29	4	5	422	abaumannii#2		Acinetobacter baumannii	6	IC5	IC5
GCA_025264005.1_ASM2526400v1_genomic.fna	8	1	56	3	7	1	4	2266	abaumannii#2			92	Not IC	Not IC
GCA_025369955.1_ASM2536995v1_genomic.fna	26	72	2	2	29	4	5	422	abaumannii#2		Acinetobacter baumannii	6	IC5	IC5
GCA_025402915.1_ASM2540291v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_025402975.1_ASM2540297v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_025449155.1_ASM2544915v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_025449175.1_ASM2544917v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_025449195.1_ASM2544919v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_025677625.1_ASM2567762v1_genomic.fna	1	1	1	1	5	1	1	1	abaumannii#2		Acinetobacter baumannii	1	IC1	IC1
GCA_025722955.1_ASM2572295v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_025732095.1_ASM2573209v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_025732115.1_ASM2573211v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_025853895.1_ASM2585389v1_genomic.fna	5	2	39	2	3	1	5	499	abaumannii#2		Acinetobacter baumannii	5	Not IC	Not IC
GCA_025853915.1_ASM2585391v1_genomic.fna	5	2	39	2	3	1	5	499	abaumannii#2		Acinetobacter baumannii	5	Not IC	Not IC
GCA_025853935.1_ASM2585393v1_genomic.fna	5	2	39	2	3	1	5	499	abaumannii#2		Acinetobacter baumannii	5	Not IC	Not IC
GCA_025853955.1_ASM2585395v1_genomic.fna	5	2	39	2	3	1	5	499	abaumannii#2		Acinetobacter baumannii	5	Not IC	Not IC
GCA_025853975.1_ASM2585397v1_genomic.fna	~5	2	39	2	3	1	5	new_alleles	abaumannii#2			NA	NA	NA
GCA_025853995.1_ASM2585399v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_025854015.1_ASM2585401v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_025854035.1_ASM2585403v1_genomic.fna	7	7	2	2	8	4	4	16	abaumannii#2		Acinetobacter baumannii	25	Not IC	Not IC
GCA_025854055.1_ASM2585405v1_genomic.fna	5	2	39	2	3	1	5	499	abaumannii#2		Acinetobacter baumannii	5	Not IC	Not IC
GCA_025854075.1_ASM2585407v1_genomic.fna	5	2	39	2	3	1	5	499	abaumannii#2		Acinetobacter baumannii	5	Not IC	Not IC
GCA_025854095.1_ASM2585409v1_genomic.fna	7	7	2	2	8	4	4	16	abaumannii#2		Acinetobacter baumannii	25	Not IC	Not IC
GCA_025854115.1_ASM2585411v1_genomic.fna	5	2	39	2	3	1	5	499	abaumannii#2		Acinetobacter baumannii	5	Not IC	Not IC
GCA_025854135.1_ASM2585413v1_genomic.fna	5	2	39	2	3	1	5	499	abaumannii#2		Acinetobacter baumannii	5	Not IC	Not IC
GCA_025854155.1_ASM2585415v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_025854175.1_ASM2585417v1_genomic.fna	5	2	39	2	3	1	5	499	abaumannii#2		Acinetobacter baumannii	5	Not IC	Not IC
GCA_025854195.1_ASM2585419v1_genomic.fna	5	2	39	2	3	1	5	499	abaumannii#2		Acinetobacter baumannii	5	Not IC	Not IC
GCA_025854215.1_ASM2585421v1_genomic.fna	5	2	39	2	3	1	5	499	abaumannii#2		Acinetobacter baumannii	5	Not IC	Not IC
GCA_025854235.1_ASM2585423v1_genomic.fna	5	2	39	2	3	1	5	499	abaumannii#2		Acinetobacter baumannii	5	Not IC	Not IC
GCA_025854255.1_ASM2585425v1_genomic.fna	7	7	2	2	8	4	4	16	abaumannii#2		Acinetobacter baumannii	25	Not IC	Not IC
GCA_025854315.1_ASM2585431v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_025916215.1_ASM2591621v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_025995075.1_ASM2599507v1_genomic.fna	3	2	2	7	9	1	5	52	abaumannii#2		Acinetobacter baumannii	10	Not IC	Not IC
GCA_026062515.1_ASM2606251v1_genomic.fna	3	3	2	2	4	8	12	111	abaumannii#2		Acinetobacter baumannii	93	Not IC	Not IC
GCA_026167785.1_ASM2616778v1_genomic.fna	3	2	2	2	30	4	28	437	abaumannii#2		Acinetobacter baumannii	4	IC3	Not IC
GCA_026167805.1_ASM2616780v1_genomic.fna	3	2	2	2	30	4	28	437	abaumannii#2		Acinetobacter baumannii	4	IC3	Not IC
GCA_026194635.2_ASM2619463v2_genomic.fna	1	2	2	2	5	1	14	40	abaumannii#2		Acinetobacter baumannii	21	Not IC	Not IC
GCA_026409185.1_ASM2640918v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_026409205.1_ASM2640920v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_027239755.1_ASM2723975v1_genomic.fna	1	2	2	2	5	1	14	40	abaumannii#2		Acinetobacter baumannii	21	Not IC	Not IC
GCA_027558855.1_ASM2755885v1_genomic.fna	5	2	39	2	3	1	5	499	abaumannii#2		Acinetobacter baumannii	5	Not IC	Not IC
GCA_027943685.1_ASM2794368v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_027943705.1_ASM2794370v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_027992645.4_ASM2799264v4_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_028051765.3_ASM2805176v3_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_028051805.3_ASM2805180v3_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_028201495.1_ASM2820149v1_genomic.fna	1	1	1	1	5	1	1	1	abaumannii#2		Acinetobacter baumannii	1	IC1	IC1
GCA_028201675.1_ASM2820167v1_genomic.fna	2	2?	2	2	2	2	2	new_alleles	abaumannii#2			NA	NA	NA
GCA_028201695.1_ASM2820169v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_028370175.1_ASM2837017v1_genomic.fna	1	1	1	1	5	1	1	1	abaumannii#2		Acinetobacter baumannii	1	IC1	IC1
GCA_028464005.1_ASM2846400v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_028464025.1_ASM2846402v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_028548795.2_ASM2854879v2_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_028583465.1_ASM2858346v1_genomic.fna	3	3	2	1	7	2	14	690	abaumannii#2		Acinetobacter baumannii	94	Not IC	Not IC
GCA_028583485.1_ASM2858348v1_genomic.fna	1	1	1	1	5	1	1	1	abaumannii#2		Acinetobacter baumannii	1	IC1	IC1
GCA_028583505.1_ASM2858350v1_genomic.fna	1	1	1	1	5	1	1	1	abaumannii#2		Acinetobacter baumannii	1	IC1	IC1
GCA_028622695.1_ASM2862269v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_028622715.1_ASM2862271v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_028622775.1_ASM2862277v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_028622915.1_ASM2862291v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_028634015.3_ASM2863401v3_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_028751705.1_ASM2875170v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_028752795.1_ASM2875279v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_028752815.1_ASM2875281v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_028753295.1_ASM2875329v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_029168475.1_ASM2916847v1_genomic.fna	1	1	1	1	5	1	1	1	abaumannii#2		Acinetobacter baumannii	1	IC1	IC1
GCA_029223565.1_ASM2922356v1_genomic.fna	5	12	11	2	14	9	14	46	abaumannii#2		Acinetobacter baumannii	9	Not IC	Not IC
GCA_029459615.1_ASM2945961v1_genomic.fna	3	2	2	2	30	4	28	437	abaumannii#2		Acinetobacter baumannii	4	IC3	Not IC
GCA_029459635.1_ASM2945963v1_genomic.fna	1	16	2	6	18	4	4	172	abaumannii#2		Acinetobacter baumannii	16	Not IC	Not IC
GCA_029459655.1_ASM2945965v1_genomic.fna	1	16	2	6	18	4	4	172	abaumannii#2		Acinetobacter baumannii	16	Not IC	Not IC
GCA_029459755.1_ASM2945975v1_genomic.fna	1	16	2	6	18	4	4	172	abaumannii#2		Acinetobacter baumannii	16	Not IC	Not IC
GCA_029459775.1_ASM2945977v1_genomic.fna	1	16	2	6	18	4	4	172	abaumannii#2		Acinetobacter baumannii	16	Not IC	Not IC
GCA_029581555.1_ASM2958155v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_029582015.1_ASM2958201v1_genomic.fna	12	1	2	2	9	1	5	309	abaumannii#2		Acinetobacter baumannii	95	Not IC	Not IC
GCA_029674685.1_ASM2967468v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_029674805.1_ASM2967480v1_genomic.fna	3	2	2	2	7	2	5	331	abaumannii#2		Acinetobacter baumannii	36	Not IC	Not IC
GCA_029674825.1_ASM2967482v1_genomic.fna	3	2	2	2	7	2	5	331	abaumannii#2		Acinetobacter baumannii	36	Not IC	Not IC
